4 10
Video,Frame,Cell,Histogram
3,23,14,0#45#26#29#970#130#0#0#0#0#
3,23,15,0#0#0#0#779#421#0#0#0#0#
3,23,16,0#0#0#0#599#600#1#0#0#0#
3,24,1,0#26#121#56#47#908#42#0#0#0#
3,24,2,0#0#0#1#12#1147#40#0#0#0#
3,24,3,0#0#0#0#6#1152#42#0#0#0#
3,24,4,0#0#0#0#0#1158#42#0#0#0#
3,24,5,0#277#137#26#42#674#41#3#0#0#
3,24,6,0#14#37#23#23#1069#34#0#0#0#
3,24,7,0#0#0#0#15#1142#43#0#0#0#
3,24,8,0#0#0#0#6#1116#78#0#0#0#
3,24,9,0#167#85#51#151#738#8#0#0#0#
3,24,10,0#137#41#14#104#855#49#0#0#0#
3,24,11,0#0#0#0#80#995#125#0#0#0#
3,24,12,0#0#0#0#39#963#198#0#0#0#
3,24,13,0#0#38#26#1021#115#0#0#0#0#
3,24,14,0#28#22#24#972#154#0#0#0#0#
3,24,15,0#0#0#0#774#426#0#0#0#0#
3,24,16,0#0#0#0#586#611#3#0#0#0#
3,25,1,0#27#134#57#53#889#40#0#0#0#
3,25,2,0#0#0#0#9#1151#40#0#0#0#
3,25,3,0#0#0#0#6#1152#42#0#0#0#
3,25,4,0#0#0#0#0#1158#42#0#0#0#
3,25,5,0#296#169#47#72#575#38#3#0#0#
3,25,6,0#0#0#0#2#1161#37#0#0#0#
3,25,7,0#0#0#0#14#1145#41#0#0#0#
3,25,8,0#0#0#0#6#1119#75#0#0#0#
3,25,9,0#237#90#46#168#658#1#0#0#0#
3,25,10,0#86#35#20#107#903#49#0#0#0#
3,25,11,0#0#0#0#74#1001#125#0#0#0#
3,25,12,0#0#0#0#43#962#195#0#0#0#
3,25,13,0#12#35#38#1001#114#0#0#0#0#
3,25,14,0#6#15#16#974#189#0#0#0#0#
3,25,15,0#0#0#0#787#413#0#0#0#0#
3,25,16,0#0#0#0#602#595#3#0#0#0#
3,26,1,0#26#128#60#57#889#40#0#0#0#
3,26,2,0#0#0#0#11#1149#40#0#0#0#
3,26,3,0#0#0#0#6#1152#42#0#0#0#
3,26,4,0#0#0#0#0#1158#42#0#0#0#
3,26,5,0#274#174#51#67#596#36#2#0#0#
3,26,6,0#0#0#0#3#1155#42#0#0#0#
3,26,7,0#0#0#0#13#1151#36#0#0#0#
3,26,8,0#0#0#0#6#1115#79#0#0#0#
3,26,9,0#304#83#56#193#563#1#0#0#0#
3,26,10,0#53#36#15#107#919#70#0#0#0#
3,26,11,0#0#0#0#76#998#126#0#0#0#
3,26,12,0#0#0#0#40#956#204#0#0#0#
3,26,13,0#13#15#16#1028#128#0#0#0#0#
3,26,14,0#0#8#13#944#235#0#0#0#0#
3,26,15,0#0#0#0#748#452#0#0#0#0#
3,26,16,0#0#0#0#567#630#3#0#0#0#
3,27,1,0#28#123#51#60#898#40#0#0#0#
3,27,2,0#0#0#0#13#1147#40#0#0#0#
3,27,3,0#0#0#0#6#1152#42#0#0#0#
3,27,4,0#0#0#0#0#1158#42#0#0#0#
3,27,5,0#237#187#49#62#621#43#1#0#0#
3,27,6,0#0#0#0#5#1152#43#0#0#0#
3,27,7,0#0#0#0#13#1154#33#0#0#0#
3,27,8,0#0#0#0#7#1114#79#0#0#0#
3,27,9,0#316#69#45#201#566#3#0#0#0#
3,27,10,0#16#28#18#104#962#72#0#0#0#
3,27,11,0#0#0#0#78#997#125#0#0#0#
3,27,12,0#0#0#0#43#953#204#0#0#0#
3,27,13,0#0#0#5#1050#145#0#0#0#0#
3,27,14,0#0#3#5#944#248#0#0#0#0#
3,27,15,0#0#0#0#748#452#0#0#0#0#
3,27,16,0#0#0#0#567#630#3#0#0#0#
3,28,1,0#28#101#52#59#920#40#0#0#0#
3,28,2,0#0#0#0#11#1149#40#0#0#0#
3,28,3,0#0#0#0#6#1152#42#0#0#0#
3,28,4,0#0#0#0#0#1159#41#0#0#0#
3,28,5,0#173#215#34#42#699#37#0#0#0#
3,28,6,0#0#0#0#4#1155#41#0#0#0#
3,28,7,0#0#0#0#15#1153#32#0#0#0#
3,28,8,0#0#0#0#5#1117#78#0#0#0#
3,28,9,0#257#76#61#196#606#4#0#0#0#
3,28,10,0#0#0#0#98#1031#71#0#0#0#
3,28,11,0#0#0#0#81#998#121#0#0#0#
3,28,12,0#0#0#0#43#955#202#0#0#0#
3,28,13,0#0#0#4#1038#158#0#0#0#0#
3,28,14,0#0#0#0#924#276#0#0#0#0#
3,28,15,0#0#0#0#750#450#0#0#0#0#
3,28,16,0#0#0#0#552#645#3#0#0#0#
3,29,1,0#15#33#16#24#1072#40#0#0#0#
3,29,2,0#0#0#0#12#1148#40#0#0#0#
3,29,3,0#0#0#0#6#1152#42#0#0#0#
3,29,4,0#0#0#0#0#1159#41#0#0#0#
3,29,5,0#69#111#24#37#918#41#0#0#0#
3,29,6,0#0#0#0#7#1148#45#0#0#0#
3,29,7,0#0#0#0#19#1149#32#0#0#0#
3,29,8,0#0#0#0#7#1117#76#0#0#0#
3,29,9,0#209#57#55#185#693#1#0#0#0#
3,29,10,0#0#0#0#108#1022#70#0#0#0#
3,29,11,0#0#0#0#82#998#120#0#0#0#
3,29,12,0#0#0#0#44#955#201#0#0#0#
3,29,13,0#0#0#2#1034#164#0#0#0#0#
3,29,14,0#0#0#0#882#318#0#0#0#0#
3,29,15,0#0#0#0#747#453#0#0#0#0#
3,29,16,0#0#0#1#563#631#5#0#0#0#
3,30,1,0#0#0#0#6#1154#40#0#0#0#
3,30,2,0#0#0#0#12#1148#40#0#0#0#
3,30,3,0#0#0#0#5#1155#40#0#0#0#
3,30,4,0#0#0#0#0#1159#41#0#0#0#
3,30,5,0#0#9#10#27#1107#47#0#0#0#
3,30,6,0#0#0#0#3#1156#41#0#0#0#
3,30,7,0#0#0#0#20#1148#32#0#0#0#
3,30,8,0#0#0#0#13#1115#72#0#0#0#
3,30,9,0#95#36#29#155#880#5#0#0#0#
3,30,10,0#0#0#0#115#1026#59#0#0#0#
3,30,11,0#0#0#0#83#996#121#0#0#0#
3,30,12,0#0#0#0#48#956#196#0#0#0#
3,30,13,0#0#0#2#1002#196#0#0#0#0#
3,30,14,0#0#0#0#867#333#0#0#0#0#
3,30,15,0#0#0#0#747#453#0#0#0#0#
3,30,16,0#0#0#1#577#617#5#0#0#0#
3,31,1,0#0#0#0#6#1154#40#0#0#0#
3,31,2,0#0#0#0#12#1148#40#0#0#0#
3,31,3,0#0#0#0#5#1155#40#0#0#0#
3,31,4,0#0#0#0#0#1159#41#0#0#0#
3,31,5,0#0#0#0#10#1138#52#0#0#0#
3,31,6,0#0#0#0#3#1156#41#0#0#0#
3,31,7,0#0#0#0#20#1148#32#0#0#0#
3,31,8,0#0#0#0#13#1115#72#0#0#0#
3,31,9,0#26#23#24#160#965#2#0#0#0#
3,31,10,0#0#0#0#115#1026#59#0#0#0#
3,31,11,0#0#0#0#83#996#121#0#0#0#
3,31,12,0#0#0#0#48#956#196#0#0#0#
3,31,13,0#0#0#5#976#219#0#0#0#0#
3,31,14,0#0#0#0#870#330#0#0#0#0#
3,31,15,0#0#0#0#750#450#0#0#0#0#
3,31,16,0#0#0#1#584#610#5#0#0#0#
3,32,1,0#0#0#0#7#1153#40#0#0#0#
3,32,2,0#0#0#0#13#1147#40#0#0#0#
3,32,3,0#0#0#0#4#1156#40#0#0#0#
3,32,4,0#0#0#0#0#1160#40#0#0#0#
3,32,5,0#0#0#0#8#1147#45#0#0#0#
3,32,6,0#0#0#0#4#1160#36#0#0#0#
3,32,7,0#0#0#0#20#1150#30#0#0#0#
3,32,8,0#0#0#0#13#1119#68#0#0#0#
3,32,9,0#0#0#0#120#1079#1#0#0#0#
3,32,10,0#0#0#0#113#1027#60#0#0#0#
3,32,11,0#0#0#0#85#999#116#0#0#0#
3,32,12,0#0#0#0#55#958#187#0#0#0#
3,32,13,0#0#0#1#946#253#0#0#0#0#
3,32,14,0#0#0#0#874#326#0#0#0#0#
3,32,15,0#0#0#0#751#449#0#0#0#0#
3,32,16,0#0#0#1#602#594#3#0#0#0#
3,33,1,0#0#0#0#12#1148#40#0#0#0#
3,33,2,0#0#0#0#13#1147#40#0#0#0#
3,33,3,0#0#0#0#7#1153#40#0#0#0#
3,33,4,0#0#0#0#0#1160#40#0#0#0#
3,33,5,0#0#0#0#7#1154#39#0#0#0#
3,33,6,0#0#0#0#5#1156#39#0#0#0#
3,33,7,0#0#0#0#23#1151#26#0#0#0#
3,33,8,0#0#0#0#21#1119#60#0#0#0#
3,33,9,0#0#0#0#139#1058#3#0#0#0#
3,33,10,0#0#0#0#114#1028#58#0#0#0#
3,33,11,0#0#0#0#87#1004#109#0#0#0#
3,33,12,0#0#0#0#61#968#171#0#0#0#
3,33,13,0#0#0#1#939#260#0#0#0#0#
3,33,14,0#0#0#0#890#310#0#0#0#0#
3,33,15,0#0#0#0#772#428#0#0#0#0#
3,33,16,0#0#0#1#645#554#0#0#0#0#
3,34,1,0#0#0#0#10#1150#40#0#0#0#
3,34,2,0#0#0#0#20#1140#40#0#0#0#
3,34,3,0#0#0#0#9#1151#40#0#0#0#
3,34,4,0#0#0#0#2#1158#40#0#0#0#
3,34,5,0#0#0#0#6#1168#26#0#0#0#
3,34,6,0#0#0#0#9#1159#32#0#0#0#
3,34,7,0#0#0#0#29#1150#21#0#0#0#
3,34,8,0#0#0#0#24#1120#56#0#0#0#
3,34,9,0#0#0#0#121#1076#3#0#0#0#
3,34,10,0#0#0#0#122#1036#42#0#0#0#
3,34,11,0#0#0#0#90#1017#93#0#0#0#
3,34,12,0#0#0#0#44#996#160#0#0#0#
3,34,13,0#0#0#0#939#261#0#0#0#0#
3,34,14,0#0#0#0#896#304#0#0#0#0#
3,34,15,0#0#0#0#809#391#0#0#0#0#
3,34,16,0#0#0#0#655#545#0#0#0#0#
3,35,1,0#0#0#0#20#1140#40#0#0#0#
3,35,2,0#0#0#0#24#1136#40#0#0#0#
3,35,3,0#0#0#0#14#1146#40#0#0#0#
3,35,4,0#0#0#0#3#1156#41#0#0#0#
3,35,5,0#0#0#0#8#1159#33#0#0#0#
3,35,6,0#0#0#0#16#1158#26#0#0#0#
3,35,7,0#0#0#0#36#1149#15#0#0#0#
3,35,8,0#0#0#0#28#1115#57#0#0#0#
3,35,9,0#0#0#0#156#1042#2#0#0#0#
3,35,10,0#0#0#0#148#1022#30#0#0#0#
3,35,11,0#0#0#0#124#1007#69#0#0#0#
3,35,12,0#0#0#0#82#980#138#0#0#0#
3,35,13,0#0#0#0#928#272#0#0#0#0#
3,35,14,0#0#0#0#928#272#0#0#0#0#
3,35,15,0#0#0#0#856#344#0#0#0#0#
3,35,16,0#0#0#0#716#484#0#0#0#0#
3,36,1,0#0#0#0#18#1142#40#0#0#0#
3,36,2,0#0#0#0#22#1138#40#0#0#0#
3,36,3,0#0#0#0#11#1149#40#0#0#0#
3,36,4,0#0#0#0#2#1158#40#0#0#0#
3,36,5,0#0#0#0#6#1164#30#0#0#0#
3,36,6,0#0#0#0#7#1172#21#0#0#0#
3,36,7,0#0#0#0#35#1148#17#0#0#0#
3,36,8,0#0#0#0#30#1117#53#0#0#0#
3,36,9,0#0#0#0#146#1054#0#0#0#0#
3,36,10,0#0#0#0#142#1035#23#0#0#0#
3,36,11,0#0#0#0#122#1026#52#0#0#0#
3,36,12,0#0#0#0#72#1015#113#0#0#0#
3,36,13,0#0#0#0#937#263#0#0#0#0#
3,36,14,0#0#0#0#927#273#0#0#0#0#
3,36,15,0#0#0#0#888#312#0#0#0#0#
3,36,16,0#0#0#0#741#459#0#0#0#0#
3,37,1,0#0#0#0#24#1136#40#0#0#0#
3,37,2,0#0#0#0#27#1133#40#0#0#0#
3,37,3,0#0#0#0#15#1145#40#0#0#0#
3,37,4,0#0#0#0#6#1153#41#0#0#0#
3,37,5,0#0#0#0#7#1167#26#0#0#0#
3,37,6,0#0#0#0#17#1165#18#0#0#0#
3,37,7,0#0#0#0#49#1132#19#0#0#0#
3,37,8,0#0#0#0#55#1095#50#0#0#0#
3,37,9,0#0#0#0#160#1040#0#0#0#0#
3,37,10,0#0#0#0#170#1005#25#0#0#0#
3,37,11,0#0#0#0#146#1008#46#0#0#0#
3,37,12,0#0#0#0#99#998#103#0#0#0#
3,37,13,0#0#0#0#950#250#0#0#0#0#
3,37,14,0#0#0#0#946#254#0#0#0#0#
3,37,15,0#0#0#0#910#290#0#0#0#0#
3,37,16,0#0#0#0#769#431#0#0#0#0#
3,38,1,0#0#0#0#23#1137#40#0#0#0#
3,38,2,0#0#0#0#24#1136#40#0#0#0#
3,38,3,0#0#0#0#25#1135#40#0#0#0#
3,38,4,0#0#0#0#5#1154#41#0#0#0#
3,38,5,0#0#0#0#15#1167#18#0#0#0#
3,38,6,0#0#0#0#11#1175#14#0#0#0#
3,38,7,0#0#0#0#44#1135#21#0#0#0#
3,38,8,0#0#0#0#53#1101#46#0#0#0#
3,38,9,0#0#0#0#162#1037#1#0#0#0#
3,38,10,0#0#0#0#163#1020#17#0#0#0#
3,38,11,0#0#0#0#141#1018#41#0#0#0#
3,38,12,0#0#0#0#100#1000#100#0#0#0#
3,38,13,0#0#0#0#943#257#0#0#0#0#
3,38,14,0#0#0#0#967#233#0#0#0#0#
3,38,15,0#0#0#1#897#302#0#0#0#0#
3,38,16,0#0#0#0#800#400#0#0#0#0#
3,39,1,0#0#0#0#31#1129#40#0#0#0#
3,39,2,0#0#0#0#35#1126#39#0#0#0#
3,39,3,0#0#0#0#32#1128#40#0#0#0#
3,39,4,0#0#0#0#11#1148#41#0#0#0#
3,39,5,0#0#0#0#15#1169#16#0#0#0#
3,39,6,0#0#0#0#32#1151#17#0#0#0#
3,39,7,0#0#0#0#73#1108#19#0#0#0#
3,39,8,0#0#0#0#79#1078#43#0#0#0#
3,39,9,0#0#0#0#202#996#2#0#0#0#
3,39,10,0#0#0#0#193#990#17#0#0#0#
3,39,11,0#0#0#0#186#970#44#0#0#0#
3,39,12,0#0#0#0#115#990#95#0#0#0#
3,39,13,0#0#0#0#948#252#0#0#0#0#
3,39,14,0#0#0#0#985#215#0#0#0#0#
3,39,15,0#0#0#0#921#279#0#0#0#0#
3,39,16,0#0#0#0#839#361#0#0#0#0#
3,40,1,0#0#0#0#36#1124#40#0#0#0#
3,40,2,0#0#0#0#57#1105#38#0#0#0#
3,40,3,0#0#0#0#38#1123#39#0#0#0#
3,40,4,0#0#0#0#15#1144#41#0#0#0#
3,40,5,0#0#0#0#19#1167#14#0#0#0#
3,40,6,0#0#0#0#45#1139#16#0#0#0#
3,40,7,0#0#0#0#107#1070#23#0#0#0#
3,40,8,0#0#0#0#101#1059#40#0#0#0#
3,40,9,0#0#0#0#220#977#3#0#0#0#
3,40,10,0#0#0#1#203#978#18#0#0#0#
3,40,11,0#0#0#0#206#948#46#0#0#0#
3,40,12,0#0#0#0#129#987#84#0#0#0#
3,40,13,0#0#0#0#937#263#0#0#0#0#
3,40,14,0#0#0#0#992#208#0#0#0#0#
3,40,15,0#0#0#0#937#263#0#0#0#0#
3,40,16,0#0#0#0#837#363#0#0#0#0#
3,41,1,0#0#0#0#36#1124#40#0#0#0#
3,41,2,0#0#0#0#57#1105#38#0#0#0#
3,41,3,0#0#0#0#38#1123#39#0#0#0#
3,41,4,0#0#0#0#15#1144#41#0#0#0#
3,41,5,0#0#0#0#19#1167#14#0#0#0#
3,41,6,0#0#0#0#45#1139#16#0#0#0#
3,41,7,0#0#0#0#107#1070#23#0#0#0#
3,41,8,0#0#0#0#101#1059#40#0#0#0#
3,41,9,0#0#0#0#220#977#3#0#0#0#
3,41,10,0#0#0#1#203#978#18#0#0#0#
3,41,11,0#0#0#0#206#948#46#0#0#0#
3,41,12,0#0#0#0#129#987#84#0#0#0#
3,41,13,0#0#0#0#937#263#0#0#0#0#
3,41,14,0#0#0#0#992#208#0#0#0#0#
3,41,15,0#0#0#0#937#263#0#0#0#0#
3,41,16,0#0#0#0#837#363#0#0#0#0#
3,42,1,0#0#0#0#38#1122#40#0#0#0#
3,42,2,0#0#0#0#67#1094#39#0#0#0#
3,42,3,0#0#0#0#46#1116#38#0#0#0#
3,42,4,0#0#0#0#19#1142#39#0#0#0#
3,42,5,0#0#0#0#23#1160#17#0#0#0#
3,42,6,0#0#0#0#56#1129#15#0#0#0#
3,42,7,0#0#0#0#108#1070#22#0#0#0#
3,42,8,0#0#0#0#135#1034#31#0#0#0#
3,42,9,0#0#0#0#235#963#2#0#0#0#
3,42,10,0#0#0#0#217#970#13#0#0#0#
3,42,11,0#0#0#0#216#949#35#0#0#0#
3,42,12,0#0#0#0#163#968#69#0#0#0#
3,42,13,0#0#0#1#932#267#0#0#0#0#
3,42,14,0#0#0#0#996#204#0#0#0#0#
3,42,15,0#0#0#0#928#272#0#0#0#0#
3,42,16,0#0#0#0#852#348#0#0#0#0#
3,43,1,0#0#0#0#39#1121#40#0#0#0#
3,43,2,0#0#0#0#67#1094#39#0#0#0#
3,43,3,0#0#0#0#46#1116#38#0#0#0#
3,43,4,0#0#0#0#19#1142#39#0#0#0#
3,43,5,0#0#0#0#23#1160#17#0#0#0#
3,43,6,0#0#0#0#56#1129#15#0#0#0#
3,43,7,0#0#0#0#108#1070#22#0#0#0#
3,43,8,0#0#0#0#135#1034#31#0#0#0#
3,43,9,0#0#0#0#235#963#2#0#0#0#
3,43,10,0#0#0#0#217#970#13#0#0#0#
3,43,11,0#0#0#0#216#949#35#0#0#0#
3,43,12,0#0#0#0#163#968#69#0#0#0#
3,43,13,0#0#0#1#932#267#0#0#0#0#
3,43,14,0#0#0#0#996#204#0#0#0#0#
3,43,15,0#0#0#0#928#272#0#0#0#0#
3,43,16,0#0#0#0#852#348#0#0#0#0#
3,44,1,0#0#0#0#46#1114#40#0#0#0#
3,44,2,0#0#0#0#53#1108#39#0#0#0#
3,44,3,0#0#0#0#48#1113#39#0#0#0#
3,44,4,0#0#0#0#12#1148#40#0#0#0#
3,44,5,0#0#0#0#28#1153#19#0#0#0#
3,44,6,0#0#0#0#56#1134#10#0#0#0#
3,44,7,0#0#0#0#138#1054#8#0#0#0#
3,44,8,0#0#0#0#154#1026#20#0#0#0#
3,44,9,0#0#0#0#252#946#2#0#0#0#
3,44,10,0#0#0#0#234#957#9#0#0#0#
3,44,11,0#0#0#0#216#951#33#0#0#0#
3,44,12,0#0#0#0#176#954#70#0#0#0#
3,44,13,0#0#0#0#947#253#0#0#0#0#
3,44,14,0#0#0#0#1021#179#0#0#0#0#
3,44,15,0#0#0#0#954#246#0#0#0#0#
3,44,16,0#0#0#0#849#351#0#0#0#0#
3,45,1,0#0#0#0#58#1102#40#0#0#0#
3,45,2,0#0#0#0#62#1100#38#0#0#0#
3,45,3,0#0#0#0#48#1113#39#0#0#0#
3,45,4,0#0#0#0#13#1147#40#0#0#0#
3,45,5,0#0#0#0#37#1146#17#0#0#0#
3,45,6,0#0#0#0#65#1125#10#0#0#0#
3,45,7,0#0#0#0#129#1061#10#0#0#0#
3,45,8,0#0#0#0#167#1013#20#0#0#0#
3,45,9,0#0#0#0#268#931#1#0#0#0#
3,45,10,0#0#0#1#244#946#9#0#0#0#
3,45,11,0#0#0#0#220#950#30#0#0#0#
3,45,12,0#0#0#0#190#945#65#0#0#0#
3,45,13,0#0#0#0#954#246#0#0#0#0#
3,45,14,0#0#0#0#1035#165#0#0#0#0#
3,45,15,0#0#0#0#963#237#0#0#0#0#
3,45,16,0#0#0#0#870#330#0#0#0#0#
3,46,1,0#0#0#0#61#1099#40#0#0#0#
3,46,2,0#0#0#0#74#1088#38#0#0#0#
3,46,3,0#0#0#0#59#1102#39#0#0#0#
3,46,4,0#0#0#0#23#1137#40#0#0#0#
3,46,5,0#0#0#0#37#1146#17#0#0#0#
3,46,6,0#0#0#0#69#1118#13#0#0#0#
3,46,7,0#0#0#0#162#1030#8#0#0#0#
3,46,8,0#0#0#0#173#1002#25#0#0#0#
3,46,9,0#0#0#0#267#933#0#0#0#0#
3,46,10,0#0#0#0#243#943#14#0#0#0#
3,46,11,0#0#0#0#232#939#29#0#0#0#
3,46,12,0#0#0#0#211#930#59#0#0#0#
3,46,13,0#0#0#1#951#248#0#0#0#0#
3,46,14,0#0#0#0#1031#169#0#0#0#0#
3,46,15,0#0#0#1#967#232#0#0#0#0#
3,46,16,0#0#0#0#898#302#0#0#0#0#
3,47,1,0#0#0#0#61#1099#40#0#0#0#
3,47,2,0#0#0#0#74#1088#38#0#0#0#
3,47,3,0#0#0#0#59#1102#39#0#0#0#
3,47,4,0#0#0#0#23#1137#40#0#0#0#
3,47,5,0#0#0#0#37#1146#17#0#0#0#
3,47,6,0#0#0#0#69#1118#13#0#0#0#
3,47,7,0#0#0#0#162#1030#8#0#0#0#
3,47,8,0#0#0#0#173#1002#25#0#0#0#
3,47,9,0#0#0#0#268#932#0#0#0#0#
3,47,10,0#0#0#0#243#943#14#0#0#0#
3,47,11,0#0#0#0#231#940#29#0#0#0#
3,47,12,0#0#0#0#211#930#59#0#0#0#
3,47,13,0#0#0#1#951#248#0#0#0#0#
3,47,14,0#0#0#0#1031#169#0#0#0#0#
3,47,15,0#0#0#1#967#232#0#0#0#0#
3,47,16,0#0#0#0#896#304#0#0#0#0#
3,48,1,0#0#0#0#77#1083#40#0#0#0#
3,48,2,0#0#0#0#94#1068#38#0#0#0#
3,48,3,0#0#0#0#64#1097#39#0#0#0#
3,48,4,0#0#0#0#26#1135#39#0#0#0#
3,48,5,0#0#0#0#45#1139#16#0#0#0#
3,48,6,0#0#0#0#80#1107#13#0#0#0#
3,48,7,0#0#0#0#175#1016#9#0#0#0#
3,48,8,0#0#0#0#191#983#26#0#0#0#
3,48,9,0#0#0#0#282#915#3#0#0#0#
3,48,10,0#0#0#1#243#946#10#0#0#0#
3,48,11,0#0#0#0#253#923#24#0#0#0#
3,48,12,0#0#0#0#220#917#63#0#0#0#
3,48,13,0#0#0#0#957#243#0#0#0#0#
3,48,14,0#0#0#0#1038#162#0#0#0#0#
3,48,15,0#0#0#0#985#215#0#0#0#0#
3,48,16,0#0#0#0#902#298#0#0#0#0#
3,49,1,0#0#0#0#77#1083#40#0#0#0#
3,49,2,0#0#0#0#94#1068#38#0#0#0#
3,49,3,0#0#0#0#64#1097#39#0#0#0#
3,49,4,0#0#0#0#26#1135#39#0#0#0#
3,49,5,0#0#0#0#45#1139#16#0#0#0#
3,49,6,0#0#0#0#80#1107#13#0#0#0#
3,49,7,0#0#0#0#175#1016#9#0#0#0#
3,49,8,0#0#0#0#191#983#26#0#0#0#
3,49,9,0#0#0#0#282#915#3#0#0#0#
3,49,10,0#0#0#1#243#946#10#0#0#0#
3,49,11,0#0#0#0#253#923#24#0#0#0#
3,49,12,0#0#0#0#220#917#63#0#0#0#
3,49,13,0#0#0#0#957#243#0#0#0#0#
3,49,14,0#0#0#0#1038#162#0#0#0#0#
3,49,15,0#0#0#0#985#215#0#0#0#0#
3,49,16,0#0#0#0#904#296#0#0#0#0#
3,50,1,0#0#0#0#69#1091#40#0#0#0#
3,50,2,0#0#0#0#91#1071#38#0#0#0#
3,50,3,0#0#0#0#64#1097#39#0#0#0#
3,50,4,0#0#0#0#22#1139#39#0#0#0#
3,50,5,0#0#0#0#34#1154#12#0#0#0#
3,50,6,0#0#0#0#68#1121#11#0#0#0#
3,50,7,0#0#0#0#172#1020#8#0#0#0#
3,50,8,0#0#0#0#183#988#29#0#0#0#
3,50,9,0#0#0#0#261#937#2#0#0#0#
3,50,10,0#0#0#1#249#943#7#0#0#0#
3,50,11,0#0#0#0#247#929#24#0#0#0#
3,50,12,0#0#0#0#200#933#67#0#0#0#
3,50,13,0#0#0#0#953#247#0#0#0#0#
3,50,14,0#0#0#0#1037#163#0#0#0#0#
3,50,15,0#0#0#0#976#224#0#0#0#0#
3,50,16,0#0#0#1#886#313#0#0#0#0#
3,51,1,0#0#0#0#82#1078#40#0#0#0#
3,51,2,0#0#0#0#102#1060#38#0#0#0#
3,51,3,0#0#0#0#75#1086#39#0#0#0#
3,51,4,0#0#0#0#32#1128#40#0#0#0#
3,51,5,0#0#0#0#40#1142#18#0#0#0#
3,51,6,0#0#0#0#98#1090#12#0#0#0#
3,51,7,0#0#0#0#206#985#9#0#0#0#
3,51,8,0#0#0#0#230#940#30#0#0#0#
3,51,9,0#0#0#0#288#912#0#0#0#0#
3,51,10,0#0#0#1#266#922#11#0#0#0#
3,51,11,0#0#0#0#254#918#28#0#0#0#
3,51,12,0#0#0#0#196#940#64#0#0#0#
3,51,13,0#0#0#1#971#228#0#0#0#0#
3,51,14,0#0#0#0#1033#167#0#0#0#0#
3,51,15,0#0#0#0#992#208#0#0#0#0#
3,51,16,0#0#0#1#899#300#0#0#0#0#
3,52,1,0#0#0#0#62#1098#40#0#0#0#
3,52,2,0#0#0#0#92#1070#38#0#0#0#
3,52,3,0#0#0#0#60#1101#39#0#0#0#
3,52,4,0#0#0#0#18#1143#39#0#0#0#
3,52,5,0#0#0#0#36#1153#11#0#0#0#
3,52,6,0#0#0#0#79#1115#6#0#0#0#
3,52,7,0#0#0#0#180#1013#7#0#0#0#
3,52,8,0#0#0#0#185#989#26#0#0#0#
3,52,9,0#0#0#0#261#939#0#0#0#0#
3,52,10,0#0#0#0#232#962#6#0#0#0#
3,52,11,0#0#0#0#235#944#21#0#0#0#
3,52,12,0#0#0#0#173#963#64#0#0#0#
3,52,13,0#0#0#0#979#221#0#0#0#0#
3,52,14,0#0#0#0#1039#161#0#0#0#0#
3,52,15,0#0#0#0#998#202#0#0#0#0#
3,52,16,0#0#0#1#911#288#0#0#0#0#
3,53,1,0#0#0#0#71#1089#40#0#0#0#
3,53,2,0#0#0#0#99#1064#37#0#0#0#
3,53,3,0#0#0#0#73#1088#39#0#0#0#
3,53,4,0#0#0#0#23#1138#39#0#0#0#
3,53,5,0#0#0#0#40#1150#10#0#0#0#
3,53,6,0#0#0#0#89#1104#7#0#0#0#
3,53,7,0#0#0#0#200#994#6#0#0#0#
3,53,8,0#0#0#0#206#968#26#0#0#0#
3,53,9,0#0#0#0#272#927#1#0#0#0#
3,53,10,0#0#0#0#251#942#7#0#0#0#
3,53,11,0#0#0#0#240#941#19#0#0#0#
3,53,12,0#0#0#0#184#951#65#0#0#0#
3,53,13,0#0#0#0#985#215#0#0#0#0#
3,53,14,0#0#0#0#1044#156#0#0#0#0#
3,53,15,0#0#0#0#1001#199#0#0#0#0#
3,53,16,0#0#0#1#909#290#0#0#0#0#
3,54,1,0#0#0#0#35#1125#40#0#0#0#
3,54,2,0#0#0#0#62#1099#39#0#0#0#
3,54,3,0#0#0#0#43#1117#40#0#0#0#
3,54,4,0#0#0#0#9#1151#40#0#0#0#
3,54,5,0#0#0#0#22#1174#4#0#0#0#
3,54,6,0#0#0#0#53#1144#3#0#0#0#
3,54,7,0#0#0#0#145#1053#2#0#0#0#
3,54,8,0#0#0#0#144#1038#18#0#0#0#
3,54,9,0#0#0#0#227#973#0#0#0#0#
3,54,10,0#0#0#0#203#997#0#0#0#0#
3,54,11,0#0#0#0#192#1001#7#0#0#0#
3,54,12,0#0#0#0#157#993#50#0#0#0#
3,54,13,0#0#0#0#998#202#0#0#0#0#
3,54,14,0#0#0#0#1072#128#0#0#0#0#
3,54,15,0#0#0#1#999#200#0#0#0#0#
3,54,16,0#0#0#0#919#281#0#0#0#0#
3,55,1,0#0#0#0#60#1100#40#0#0#0#
3,55,2,0#0#0#0#104#1059#37#0#0#0#
3,55,3,0#0#0#0#51#1112#37#0#0#0#
3,55,4,0#0#0#0#15#1145#40#0#0#0#
3,55,5,0#0#0#0#37#1156#7#0#0#0#
3,55,6,0#0#0#0#75#1117#8#0#0#0#
3,55,7,0#0#0#0#202#993#5#0#0#0#
3,55,8,0#0#0#0#198#983#19#0#0#0#
